account_id,customer_id,payment_type,card_tier,rewards_rate,credit_limit,account_open_date,account_status
ACC00329,CUST00329,Mastercard,Standard,0.016,15000,2021-02-17,Active
ACC00330,CUST00330,Mastercard,Platinum,0.018,15000,2020-11-18,Active
ACC00331,CUST00331,Gift Card,N/A,0.0,0,2021-11-15,Inactive
ACC00332,CUST00332,Visa,N/A,0.0,0,2023-05-25,Active
ACC00333,CUST00333,Gift Card,N/A,0.0,0,2022-12-19,Active
ACC00334,CUST00334,Mastercard,World Elite,0.032,20000,2020-01-31,Active
ACC00335,CUST00335,Cash,N/A,0.0,0,2020-06-30,Active
ACC00336,CUST00336,Mastercard,Gold,0.03,25000,2024-02-14,Active
ACC00337,CUST00337,Debit,N/A,0.0,0,2021-11-08,Inactive
ACC00338,CUST00338,Mastercard,Standard,0.014,5000,2020-05-12,Active
ACC00339,CUST00339,Debit,N/A,0.0,0,2021-02-03,Active
ACC00340,CUST00340,Cash,N/A,0.0,0,2022-03-17,Inactive
ACC00341,CUST00341,Mastercard,Platinum,0.036,5000,2023-01-20,Active
ACC00342,CUST00342,Mastercard,Platinum,0.036,20000,2019-05-25,Active
ACC00343,CUST00343,Mastercard,Gold,0.036,15000,2022-07-16,Inactive
ACC00344,CUST00344,Mastercard,Platinum,0.013,5000,2019-04-26,Active
ACC00345,CUST00345,Mastercard,Standard,0.032,5000,2020-01-16,Active
ACC00346,CUST00346,Mastercard,World Elite,0.01,25000,2020-04-22,Active
ACC00347,CUST00347,Mastercard,Platinum,0.022,25000,2021-12-20,Active
ACC00348,CUST00348,Visa,N/A,0.0,0,2023-08-02,Active
ACC00349,CUST00349,Cash,N/A,0.0,0,2021-10-11,Active
ACC00350,CUST00350,Mastercard,Standard,0.019,25000,2022-04-27,Inactive
ACC00351,CUST00351,Debit,N/A,0.0,0,2019-05-06,Active
ACC00352,CUST00352,Debit,N/A,0.0,0,2021-11-05,Active
ACC00353,CUST00353,Debit,N/A,0.0,0,2019-12-27,Suspended
ACC00354,CUST00354,Debit,N/A,0.0,0,2020-06-23,Active
ACC00355,CUST00355,Mastercard,Gold,0.039,25000,2019-09-11,Active
ACC00356,CUST00356,Mastercard,Standard,0.016,10000,2023-03-29,Suspended
ACC00357,CUST00357,Cash,N/A,0.0,0,2019-11-29,Active
ACC00358,CUST00358,Visa,N/A,0.0,0,2023-09-09,Active
ACC00359,CUST00359,Debit,N/A,0.0,0,2022-05-16,Active
ACC00360,CUST00360,Mastercard,Gold,0.017,10000,2023-08-16,Active
ACC00361,CUST00361,Mastercard,Standard,0.01,25000,2020-05-30,Active
ACC00362,CUST00362,Mastercard,Standard,0.012,15000,2020-12-05,Inactive
ACC00363,CUST00363,Debit,N/A,0.0,0,2019-05-04,Active
ACC00364,CUST00364,Mastercard,Platinum,0.012,25000,2021-07-02,Active
ACC00365,CUST00365,Visa,N/A,0.0,0,2023-03-05,Active
ACC00366,CUST00366,Mastercard,Standard,0.033,10000,2022-11-30,Active
ACC00367,CUST00367,Mastercard,Platinum,0.012,10000,2023-01-29,Inactive
ACC00368,CUST00368,Mastercard,Gold,0.032,15000,2021-01-28,Active
ACC00369,CUST00369,Mastercard,Platinum,0.019,25000,2020-01-25,Active
ACC00370,CUST00370,Debit,N/A,0.0,0,2019-12-16,Active
ACC00371,CUST00371,Mastercard,Gold,0.024,15000,2020-10-26,Inactive
ACC00372,CUST00372,Mastercard,Platinum,0.039,15000,2023-11-15,Inactive
ACC00373,CUST00373,Mastercard,Gold,0.014,15000,2021-05-09,Inactive
ACC00374,CUST00374,Mastercard,Platinum,0.034,15000,2023-11-18,Active
ACC00375,CUST00375,Debit,N/A,0.0,0,2021-03-29,Active
ACC00376,CUST00376,Debit,N/A,0.0,0,2021-06-08,Active
ACC00377,CUST00377,Debit,N/A,0.0,0,2022-09-17,Inactive
ACC00378,CUST00378,Debit,N/A,0.0,0,2019-11-06,Active
ACC00379,CUST00379,Debit,N/A,0.0,0,2020-01-12,Active
ACC00380,CUST00380,Debit,N/A,0.0,0,2019-02-03,Active
ACC00381,CUST00381,Debit,N/A,0.0,0,2019-11-03,Active
ACC00382,CUST00382,Mastercard,Standard,0.025,7500,2020-09-13,Inactive
ACC00383,CUST00383,Visa,N/A,0.0,0,2023-10-15,Active
ACC00384,CUST00384,Debit,N/A,0.0,0,2020-04-11,Active
ACC00385,CUST00385,Mastercard,Gold,0.025,15000,2023-10-11,Active
ACC00386,CUST00386,Visa,N/A,0.0,0,2022-09-25,Active
ACC00387,CUST00387,Visa,N/A,0.0,0,2019-08-06,Active
ACC00388,CUST00388,Mastercard,Standard,0.024,10000,2019-10-17,Active
ACC00389,CUST00389,Mastercard,World Elite,0.034,15000,2021-10-01,Active
ACC00390,CUST00390,Debit,N/A,0.0,0,2020-09-22,Active
ACC00391,CUST00391,Debit,N/A,0.0,0,2020-11-24,Active
ACC00392,CUST00392,Cash,N/A,0.0,0,2022-11-01,Active
ACC00393,CUST00393,Visa,N/A,0.0,0,2022-06-06,Active
ACC00394,CUST00394,Mastercard,Standard,0.018,25000,2021-02-03,Inactive
ACC00395,CUST00395,Debit,N/A,0.0,0,2023-11-05,Active
ACC00396,CUST00396,Debit,N/A,0.0,0,2022-03-03,Suspended
ACC00397,CUST00397,Mastercard,Standard,0.023,15000,2020-05-19,Active
ACC00398,CUST00398,Cash,N/A,0.0,0,2020-10-30,Active
ACC00399,CUST00399,Visa,N/A,0.0,0,2024-02-07,Inactive
ACC00400,CUST00400,Mastercard,Standard,0.037,15000,2023-05-31,Active
ACC00401,CUST00401,Debit,N/A,0.0,0,2020-11-28,Active
ACC00402,CUST00402,Visa,N/A,0.0,0,2020-11-09,Active
ACC00403,CUST00403,Visa,N/A,0.0,0,2024-01-22,Active
ACC00404,CUST00404,Mastercard,Standard,0.029,7500,2022-12-21,Active
ACC00405,CUST00405,Cash,N/A,0.0,0,2020-04-30,Inactive
ACC00406,CUST00406,Visa,N/A,0.0,0,2020-05-25,Active
ACC00407,CUST00407,Cash,N/A,0.0,0,2021-08-20,Inactive
ACC00408,CUST00408,Debit,N/A,0.0,0,2020-10-03,Active
ACC00409,CUST00409,Visa,N/A,0.0,0,2019-07-15,Active
ACC00410,CUST00410,Debit,N/A,0.0,0,2019-10-31,Active
ACC00411,CUST00411,Visa,N/A,0.0,0,2019-06-16,Active
ACC00412,CUST00412,Debit,N/A,0.0,0,2021-08-05,Active
ACC00413,CUST00413,Mastercard,Platinum,0.039,10000,2019-05-18,Active
ACC00414,CUST00414,Debit,N/A,0.0,0,2023-05-12,Active
ACC00415,CUST00415,Visa,N/A,0.0,0,2023-04-26,Active
ACC00416,CUST00416,Mastercard,Standard,0.035,5000,2021-08-28,Active
ACC00417,CUST00417,Cash,N/A,0.0,0,2022-07-20,Active
ACC00418,CUST00418,Debit,N/A,0.0,0,2020-12-30,Inactive
ACC00419,CUST00419,Debit,N/A,0.0,0,2021-09-15,Active
ACC00420,CUST00420,Visa,N/A,0.0,0,2023-05-24,Active
ACC00421,CUST00421,Mastercard,Standard,0.04,20000,2023-12-14,Active
ACC00422,CUST00422,Mastercard,Platinum,0.029,20000,2022-05-24,Active
ACC00423,CUST00423,Mastercard,Platinum,0.032,7500,2021-12-08,Active
ACC00424,CUST00424,Mastercard,Standard,0.034,15000,2022-12-05,Inactive
ACC00425,CUST00425,Gift Card,N/A,0.0,0,2019-01-23,Active
ACC00426,CUST00426,Mastercard,Standard,0.019,5000,2022-08-27,Active
ACC00427,CUST00427,Debit,N/A,0.0,0,2021-05-13,Active
ACC00428,CUST00428,Debit,N/A,0.0,0,2021-08-10,Active
ACC00429,CUST00429,Debit,N/A,0.0,0,2019-10-30,Active
ACC00430,CUST00430,Debit,N/A,0.0,0,2021-02-21,Active
ACC00431,CUST00431,Mastercard,Gold,0.033,5000,2020-07-14,Active
ACC00432,CUST00432,Debit,N/A,0.0,0,2020-02-10,Active
ACC00433,CUST00433,Mastercard,Gold,0.015,7500,2020-10-23,Suspended
ACC00434,CUST00434,Gift Card,N/A,0.0,0,2019-09-11,Active
ACC00435,CUST00435,Visa,N/A,0.0,0,2020-10-30,Active
ACC00436,CUST00436,Mastercard,Gold,0.019,25000,2021-02-07,Active
ACC00437,CUST00437,Debit,N/A,0.0,0,2022-07-11,Active
ACC00438,CUST00438,Cash,N/A,0.0,0,2020-10-25,Active
ACC00439,CUST00439,Visa,N/A,0.0,0,2020-10-30,Active
ACC00440,CUST00440,Mastercard,Platinum,0.029,10000,2022-03-04,Active
ACC00441,CUST00441,Mastercard,Standard,0.025,25000,2023-01-08,Active
ACC00442,CUST00442,Mastercard,Gold,0.038,7500,2019-11-07,Active
ACC00443,CUST00443,Debit,N/A,0.0,0,2019-12-01,Inactive
ACC00444,CUST00444,Mastercard,Standard,0.033,10000,2020-11-23,Active
ACC00445,CUST00445,Debit,N/A,0.0,0,2020-12-04,Active
ACC00446,CUST00446,Mastercard,Gold,0.026,20000,2021-05-02,Active
ACC00447,CUST00447,Debit,N/A,0.0,0,2021-03-21,Active
ACC00448,CUST00448,Visa,N/A,0.0,0,2022-01-27,Inactive
ACC00449,CUST00449,Visa,N/A,0.0,0,2023-07-26,Active
ACC00450,CUST00450,Mastercard,Standard,0.033,10000,2020-04-10,Active
ACC00451,CUST00451,Mastercard,Gold,0.027,5000,2022-08-09,Inactive
ACC00452,CUST00452,Mastercard,Standard,0.011,7500,2023-04-03,Active
ACC00453,CUST00453,Mastercard,Standard,0.036,20000,2020-10-16,Active
ACC00454,CUST00454,Gift Card,N/A,0.0,0,2023-03-29,Active
ACC00455,CUST00455,Debit,N/A,0.0,0,2021-03-21,Active
ACC00456,CUST00456,Mastercard,Platinum,0.025,25000,2023-01-03,Active
ACC00457,CUST00457,Gift Card,N/A,0.0,0,2022-01-31,Active
ACC00458,CUST00458,Visa,N/A,0.0,0,2020-02-14,Active
ACC00459,CUST00459,Visa,N/A,0.0,0,2020-03-03,Active
ACC00460,CUST00460,Mastercard,Gold,0.02,5000,2022-04-06,Inactive
ACC00461,CUST00461,Mastercard,Gold,0.035,15000,2020-03-11,Active
ACC00462,CUST00462,Visa,N/A,0.0,0,2019-01-16,Inactive
ACC00463,CUST00463,Visa,N/A,0.0,0,2023-03-05,Active
ACC00464,CUST00464,Mastercard,Standard,0.021,15000,2019-11-24,Inactive
ACC00465,CUST00465,Visa,N/A,0.0,0,2023-03-25,Active
ACC00466,CUST00466,Cash,N/A,0.0,0,2020-11-16,Active
ACC00467,CUST00467,Mastercard,Platinum,0.022,25000,2020-08-07,Active
ACC00468,CUST00468,Mastercard,Gold,0.039,25000,2021-11-14,Active
ACC00469,CUST00469,Mastercard,Standard,0.013,15000,2023-07-06,Active
ACC00470,CUST00470,Mastercard,World Elite,0.016,20000,2023-02-15,Active
ACC00471,CUST00471,Cash,N/A,0.0,0,2023-09-02,Active
ACC00472,CUST00472,Mastercard,Standard,0.028,10000,2021-01-09,Active
ACC00473,CUST00473,Visa,N/A,0.0,0,2022-08-19,Active
ACC00474,CUST00474,Visa,N/A,0.0,0,2022-03-06,Inactive
ACC00475,CUST00475,Cash,N/A,0.0,0,2023-09-24,Active
ACC00476,CUST00476,Cash,N/A,0.0,0,2021-11-12,Active
ACC00477,CUST00477,Mastercard,Standard,0.035,10000,2020-02-27,Active
ACC00478,CUST00478,Visa,N/A,0.0,0,2023-01-14,Active
ACC00479,CUST00479,Mastercard,Standard,0.04,20000,2023-03-24,Active
ACC00480,CUST00480,Mastercard,Gold,0.027,10000,2023-06-17,Suspended
ACC00481,CUST00481,Debit,N/A,0.0,0,2023-10-22,Inactive
ACC00482,CUST00482,Debit,N/A,0.0,0,2019-06-09,Active
ACC00483,CUST00483,Mastercard,Platinum,0.036,20000,2019-04-13,Inactive
ACC00484,CUST00484,Mastercard,World Elite,0.038,10000,2021-06-30,Active
ACC00485,CUST00485,Cash,N/A,0.0,0,2022-03-09,Suspended
ACC00486,CUST00486,Mastercard,Standard,0.021,25000,2020-01-26,Suspended
ACC00487,CUST00487,Visa,N/A,0.0,0,2023-02-28,Inactive
ACC00488,CUST00488,Debit,N/A,0.0,0,2019-06-05,Active
ACC00489,CUST00489,Mastercard,Platinum,0.019,5000,2024-01-15,Active
ACC00490,CUST00490,Visa,N/A,0.0,0,2019-10-18,Active
ACC00491,CUST00491,Mastercard,World Elite,0.037,7500,2019-09-04,Inactive
ACC00492,CUST00492,Debit,N/A,0.0,0,2023-03-05,Suspended
ACC00493,CUST00493,Mastercard,Platinum,0.036,15000,2019-12-24,Active
ACC00494,CUST00494,Cash,N/A,0.0,0,2019-06-26,Active
ACC00495,CUST00495,Gift Card,N/A,0.0,0,2021-07-21,Inactive
ACC00496,CUST00496,Visa,N/A,0.0,0,2022-04-02,Active
ACC00497,CUST00497,Visa,N/A,0.0,0,2020-07-13,Active
ACC00498,CUST00498,Mastercard,Platinum,0.024,25000,2022-11-17,Active
ACC00499,CUST00499,Visa,N/A,0.0,0,2019-05-14,Active
ACC00500,CUST00500,Mastercard,Gold,0.011,15000,2023-08-28,Active
ACC00501,CUST00501,Mastercard,Standard,0.01,5000,2022-09-06,Active
ACC00502,CUST00502,Visa,N/A,0.0,0,2023-04-26,Inactive
ACC00503,CUST00503,Debit,N/A,0.0,0,2022-12-24,Active
ACC00504,CUST00504,Debit,N/A,0.0,0,2021-09-08,Active
ACC00505,CUST00505,Debit,N/A,0.0,0,2020-07-01,Active
ACC00506,CUST00506,Cash,N/A,0.0,0,2020-07-10,Suspended
ACC00507,CUST00507,Cash,N/A,0.0,0,2020-01-21,Active
ACC00508,CUST00508,Mastercard,Gold,0.01,25000,2019-04-01,Inactive
ACC00509,CUST00509,Mastercard,Platinum,0.023,25000,2021-09-27,Active
ACC00510,CUST00510,Mastercard,Platinum,0.032,10000,2021-01-15,Active
ACC00511,CUST00511,Visa,N/A,0.0,0,2021-01-22,Active
ACC00512,CUST00512,Mastercard,Gold,0.015,25000,2024-01-21,Active
ACC00513,CUST00513,Debit,N/A,0.0,0,2022-02-02,Active
ACC00514,CUST00514,Mastercard,Standard,0.029,15000,2019-12-23,Active
ACC00515,CUST00515,Debit,N/A,0.0,0,2021-02-01,Active
ACC00516,CUST00516,Visa,N/A,0.0,0,2020-12-12,Active
ACC00517,CUST00517,Mastercard,Standard,0.03,15000,2022-10-15,Active
ACC00518,CUST00518,Debit,N/A,0.0,0,2021-01-07,Suspended
ACC00519,CUST00519,Gift Card,N/A,0.0,0,2019-06-27,Active
ACC00520,CUST00520,Mastercard,Platinum,0.02,10000,2022-08-14,Active
ACC00521,CUST00521,Mastercard,Platinum,0.036,7500,2023-12-28,Active
ACC00522,CUST00522,Cash,N/A,0.0,0,2021-11-03,Inactive
ACC00523,CUST00523,Visa,N/A,0.0,0,2022-07-04,Active
ACC00524,CUST00524,Mastercard,Standard,0.029,25000,2019-11-23,Inactive
ACC00525,CUST00525,Mastercard,Gold,0.039,7500,2023-08-16,Active
ACC00526,CUST00526,Visa,N/A,0.0,0,2019-06-17,Inactive
ACC00527,CUST00527,Visa,N/A,0.0,0,2023-12-09,Active
ACC00528,CUST00528,Debit,N/A,0.0,0,2021-10-23,Active
ACC00529,CUST00529,Mastercard,Gold,0.027,10000,2024-03-28,Active
ACC00530,CUST00530,Mastercard,World Elite,0.032,25000,2022-12-24,Active
ACC00531,CUST00531,Mastercard,Gold,0.02,10000,2022-01-28,Inactive
ACC00532,CUST00532,Mastercard,Gold,0.035,7500,2022-03-27,Active
ACC00533,CUST00533,Mastercard,Gold,0.033,5000,2020-04-07,Active
ACC00534,CUST00534,Cash,N/A,0.0,0,2021-07-18,Active
ACC00535,CUST00535,Debit,N/A,0.0,0,2022-11-22,Inactive
ACC00536,CUST00536,Visa,N/A,0.0,0,2020-01-21,Active
ACC00537,CUST00537,Debit,N/A,0.0,0,2024-01-04,Active
ACC00538,CUST00538,Visa,N/A,0.0,0,2021-10-30,Active
ACC00539,CUST00539,Visa,N/A,0.0,0,2021-10-11,Active
ACC00540,CUST00540,Debit,N/A,0.0,0,2019-05-28,Active
ACC00541,CUST00541,Mastercard,Standard,0.033,10000,2023-08-18,Active
ACC00542,CUST00542,Visa,N/A,0.0,0,2022-07-31,Active
ACC00543,CUST00543,Debit,N/A,0.0,0,2023-07-27,Active
ACC00544,CUST00544,Visa,N/A,0.0,0,2019-02-03,Active
ACC00545,CUST00545,Debit,N/A,0.0,0,2019-09-05,Active
ACC00546,CUST00546,Visa,N/A,0.0,0,2023-08-23,Active
ACC00547,CUST00547,Mastercard,Standard,0.018,5000,2021-05-14,Inactive
ACC00548,CUST00548,Mastercard,Platinum,0.01,20000,2020-09-06,Active
ACC00549,CUST00549,Cash,N/A,0.0,0,2021-02-06,Active
ACC00550,CUST00550,Debit,N/A,0.0,0,2021-05-27,Active
ACC00551,CUST00551,Visa,N/A,0.0,0,2024-02-27,Active
ACC00552,CUST00552,Cash,N/A,0.0,0,2022-06-13,Active
ACC00553,CUST00553,Mastercard,Platinum,0.039,15000,2020-10-16,Active
ACC00554,CUST00554,Debit,N/A,0.0,0,2020-06-07,Active
ACC00555,CUST00555,Visa,N/A,0.0,0,2023-10-30,Active
ACC00556,CUST00556,Visa,N/A,0.0,0,2023-03-22,Active
ACC00557,CUST00557,Debit,N/A,0.0,0,2019-07-20,Active
ACC00558,CUST00558,Mastercard,Gold,0.036,25000,2021-10-01,Suspended
ACC00559,CUST00559,Mastercard,Gold,0.039,5000,2021-08-30,Active
ACC00560,CUST00560,Debit,N/A,0.0,0,2019-07-08,Active
ACC00561,CUST00561,Visa,N/A,0.0,0,2023-01-23,Inactive
ACC00562,CUST00562,Mastercard,Gold,0.013,15000,2023-03-15,Active
ACC00563,CUST00563,Visa,N/A,0.0,0,2022-05-21,Suspended
ACC00564,CUST00564,Visa,N/A,0.0,0,2019-03-12,Active
ACC00565,CUST00565,Gift Card,N/A,0.0,0,2022-02-05,Active
ACC00566,CUST00566,Mastercard,Platinum,0.016,15000,2019-07-14,Active
ACC00567,CUST00567,Cash,N/A,0.0,0,2019-09-20,Active
ACC00568,CUST00568,Debit,N/A,0.0,0,2022-10-14,Active
ACC00569,CUST00569,Mastercard,World Elite,0.023,20000,2020-01-07,Active
ACC00570,CUST00570,Mastercard,Platinum,0.022,20000,2022-08-31,Active
ACC00571,CUST00571,Debit,N/A,0.0,0,2020-06-02,Active
ACC00572,CUST00572,Mastercard,Platinum,0.025,15000,2020-08-23,Inactive
ACC00573,CUST00573,Debit,N/A,0.0,0,2019-03-23,Active
ACC00574,CUST00574,Mastercard,Standard,0.013,7500,2023-09-11,Active
ACC00575,CUST00575,Gift Card,N/A,0.0,0,2021-09-14,Active
ACC00576,CUST00576,Debit,N/A,0.0,0,2019-01-12,Active
ACC00577,CUST00577,Debit,N/A,0.0,0,2023-03-05,Inactive
ACC00578,CUST00578,Mastercard,World Elite,0.033,5000,2020-09-11,Active
ACC00579,CUST00579,Mastercard,Standard,0.03,15000,2020-04-13,Active
ACC00580,CUST00580,Debit,N/A,0.0,0,2023-07-14,Active
ACC00581,CUST00581,Visa,N/A,0.0,0,2024-02-11,Active
ACC00582,CUST00582,Mastercard,Standard,0.014,20000,2022-02-26,Active
ACC00583,CUST00583,Debit,N/A,0.0,0,2021-10-13,Active
ACC00584,CUST00584,Cash,N/A,0.0,0,2022-12-02,Active
ACC00585,CUST00585,Visa,N/A,0.0,0,2022-12-21,Active
ACC00586,CUST00586,Cash,N/A,0.0,0,2022-11-21,Active
ACC00587,CUST00587,Mastercard,Gold,0.023,5000,2020-07-25,Active
ACC00588,CUST00588,Visa,N/A,0.0,0,2022-12-08,Active
ACC00589,CUST00589,Mastercard,Standard,0.018,25000,2021-01-02,Active
ACC00590,CUST00590,Visa,N/A,0.0,0,2021-11-04,Inactive
ACC00591,CUST00591,Mastercard,World Elite,0.036,5000,2019-02-19,Active
ACC00592,CUST00592,Debit,N/A,0.0,0,2022-03-14,Active
ACC00593,CUST00593,Mastercard,Standard,0.03,20000,2021-02-03,Active
ACC00594,CUST00594,Visa,N/A,0.0,0,2021-09-05,Active
ACC00595,CUST00595,Visa,N/A,0.0,0,2023-06-06,Active
ACC00596,CUST00596,Mastercard,Gold,0.013,5000,2020-04-20,Active
ACC00597,CUST00597,Cash,N/A,0.0,0,2020-09-07,Active
ACC00598,CUST00598,Mastercard,Platinum,0.01,5000,2021-11-10,Active
ACC00599,CUST00599,Visa,N/A,0.0,0,2019-08-19,Active
ACC00600,CUST00600,Debit,N/A,0.0,0,2020-06-28,Active
ACC00601,CUST00601,Mastercard,Standard,0.036,7500,2020-10-16,Inactive
ACC00602,CUST00602,Mastercard,Platinum,0.034,7500,2022-09-21,Active
ACC00603,CUST00603,Debit,N/A,0.0,0,2021-09-07,Active
ACC00604,CUST00604,Mastercard,Standard,0.027,25000,2022-01-13,Inactive
ACC00605,CUST00605,Debit,N/A,0.0,0,2019-05-26,Active
ACC00606,CUST00606,Visa,N/A,0.0,0,2019-09-18,Inactive
ACC00607,CUST00607,Mastercard,Standard,0.033,15000,2021-11-17,Suspended
ACC00608,CUST00608,Mastercard,Standard,0.015,25000,2023-03-23,Active
ACC00609,CUST00609,Visa,N/A,0.0,0,2022-07-05,Active
ACC00610,CUST00610,Gift Card,N/A,0.0,0,2020-04-06,Inactive
ACC00611,CUST00611,Mastercard,Gold,0.033,5000,2023-11-19,Active
ACC00612,CUST00612,Mastercard,Gold,0.016,25000,2024-03-21,Active
ACC00613,CUST00613,Debit,N/A,0.0,0,2021-07-10,Active
ACC00614,CUST00614,Mastercard,Platinum,0.032,7500,2021-09-08,Active
ACC00615,CUST00615,Visa,N/A,0.0,0,2023-06-07,Active
ACC00616,CUST00616,Visa,N/A,0.0,0,2021-04-12,Active
ACC00617,CUST00617,Mastercard,Platinum,0.015,20000,2021-12-03,Active
ACC00618,CUST00618,Debit,N/A,0.0,0,2023-05-03,Active
ACC00619,CUST00619,Mastercard,Gold,0.023,20000,2019-06-23,Active
ACC00620,CUST00620,Mastercard,Platinum,0.033,5000,2021-01-26,Active
ACC00621,CUST00621,Debit,N/A,0.0,0,2020-07-29,Active
ACC00622,CUST00622,Cash,N/A,0.0,0,2023-07-11,Suspended
ACC00623,CUST00623,Visa,N/A,0.0,0,2020-11-30,Active
ACC00624,CUST00624,Mastercard,Gold,0.02,10000,2023-10-18,Inactive
ACC00625,CUST00625,Debit,N/A,0.0,0,2021-11-13,Active
ACC00626,CUST00626,Mastercard,Platinum,0.035,20000,2022-11-24,Active
ACC00627,CUST00627,Mastercard,Platinum,0.028,20000,2019-10-09,Active
ACC00628,CUST00628,Debit,N/A,0.0,0,2019-07-06,Active
ACC00629,CUST00629,Visa,N/A,0.0,0,2020-12-02,Active
ACC00630,CUST00630,Debit,N/A,0.0,0,2022-06-16,Active
ACC00631,CUST00631,Debit,N/A,0.0,0,2020-05-30,Active
ACC00632,CUST00632,Visa,N/A,0.0,0,2024-03-28,Active
ACC00633,CUST00633,Debit,N/A,0.0,0,2020-08-14,Active
ACC00634,CUST00634,Cash,N/A,0.0,0,2020-04-11,Active
ACC00635,CUST00635,Mastercard,World Elite,0.037,20000,2020-01-27,Active
ACC00636,CUST00636,Mastercard,Standard,0.035,20000,2022-10-16,Active
ACC00637,CUST00637,Visa,N/A,0.0,0,2020-06-24,Active
ACC00638,CUST00638,Debit,N/A,0.0,0,2022-10-03,Active
ACC00639,CUST00639,Mastercard,Platinum,0.037,7500,2023-07-01,Active
ACC00640,CUST00640,Mastercard,Standard,0.031,10000,2022-12-30,Active
ACC00641,CUST00641,Debit,N/A,0.0,0,2020-10-19,Active
ACC00642,CUST00642,Visa,N/A,0.0,0,2021-08-05,Active
ACC00643,CUST00643,Mastercard,Standard,0.032,10000,2022-07-31,Active
ACC00644,CUST00644,Cash,N/A,0.0,0,2022-05-09,Active
ACC00645,CUST00645,Mastercard,Platinum,0.015,25000,2023-07-17,Active
ACC00646,CUST00646,Mastercard,Standard,0.025,10000,2024-03-24,Active
ACC00647,CUST00647,Debit,N/A,0.0,0,2022-01-05,Active
ACC00648,CUST00648,Visa,N/A,0.0,0,2020-06-05,Active
ACC00649,CUST00649,Mastercard,Standard,0.039,20000,2021-03-16,Active
ACC00650,CUST00650,Mastercard,Standard,0.038,15000,2021-07-20,Inactive
ACC00651,CUST00651,Mastercard,Gold,0.035,20000,2022-03-08,Active
ACC00652,CUST00652,Mastercard,Standard,0.039,25000,2021-09-29,Active
ACC00653,CUST00653,Visa,N/A,0.0,0,2021-09-02,Active
ACC00654,CUST00654,Mastercard,Standard,0.014,5000,2021-01-10,Active
ACC00655,CUST00655,Mastercard,World Elite,0.011,5000,2020-07-22,Active
ACC00656,CUST00656,Debit,N/A,0.0,0,2022-01-01,Active
ACC00657,CUST00657,Mastercard,Platinum,0.038,25000,2021-05-16,Active
ACC00658,CUST00658,Visa,N/A,0.0,0,2023-12-31,Active
ACC00659,CUST00659,Cash,N/A,0.0,0,2019-05-03,Active
ACC00660,CUST00660,Visa,N/A,0.0,0,2020-11-22,Suspended
ACC00661,CUST00661,Mastercard,Platinum,0.019,7500,2020-04-17,Active
ACC00662,CUST00662,Mastercard,Gold,0.033,20000,2020-12-25,Inactive
