account_id,customer_id,payment_type,card_tier,rewards_rate,credit_limit,account_open_date,account_status
ACC00663,CUST00663,Mastercard,Standard,0.027,10000,2023-04-11,Active
ACC00664,CUST00664,Mastercard,Platinum,0.035,7500,2022-01-14,Active
ACC00665,CUST00665,Mastercard,World Elite,0.013,25000,2022-06-11,Suspended
ACC00666,CUST00666,Mastercard,Standard,0.025,5000,2020-05-19,Inactive
ACC00667,CUST00667,Visa,N/A,0.0,0,2020-03-28,Active
ACC00668,CUST00668,Mastercard,Gold,0.037,7500,2020-07-26,Active
ACC00669,CUST00669,Mastercard,Standard,0.019,20000,2023-10-30,Active
ACC00670,CUST00670,Debit,N/A,0.0,0,2021-03-02,Active
ACC00671,CUST00671,Cash,N/A,0.0,0,2020-04-20,Active
ACC00672,CUST00672,Mastercard,Standard,0.031,15000,2019-11-04,Active
ACC00673,CUST00673,Visa,N/A,0.0,0,2021-02-26,Inactive
ACC00674,CUST00674,Mastercard,Platinum,0.011,10000,2020-02-25,Inactive
ACC00675,CUST00675,Mastercard,Gold,0.034,20000,2020-12-02,Active
ACC00676,CUST00676,Mastercard,Gold,0.028,15000,2022-05-27,Active
ACC00677,CUST00677,Debit,N/A,0.0,0,2019-10-23,Active
ACC00678,CUST00678,Debit,N/A,0.0,0,2022-05-15,Inactive
ACC00679,CUST00679,Cash,N/A,0.0,0,2022-10-31,Active
ACC00680,CUST00680,Debit,N/A,0.0,0,2023-06-02,Active
ACC00681,CUST00681,Debit,N/A,0.0,0,2020-03-22,Active
ACC00682,CUST00682,Debit,N/A,0.0,0,2021-04-09,Active
ACC00683,CUST00683,Mastercard,Platinum,0.037,15000,2022-05-14,Inactive
ACC00684,CUST00684,Mastercard,World Elite,0.031,20000,2020-05-14,Active
ACC00685,CUST00685,Debit,N/A,0.0,0,2019-05-13,Active
ACC00686,CUST00686,Mastercard,Platinum,0.022,10000,2021-01-06,Active
ACC00687,CUST00687,Visa,N/A,0.0,0,2021-10-02,Active
ACC00688,CUST00688,Cash,N/A,0.0,0,2021-07-01,Inactive
ACC00689,CUST00689,Mastercard,Standard,0.018,7500,2020-07-05,Active
ACC00690,CUST00690,Mastercard,World Elite,0.024,7500,2020-03-24,Inactive
ACC00691,CUST00691,Visa,N/A,0.0,0,2022-08-13,Active
ACC00692,CUST00692,Mastercard,Gold,0.016,5000,2021-02-20,Active
ACC00693,CUST00693,Gift Card,N/A,0.0,0,2023-04-07,Active
ACC00694,CUST00694,Mastercard,Platinum,0.015,20000,2022-11-25,Active
ACC00695,CUST00695,Cash,N/A,0.0,0,2020-05-27,Active
ACC00696,CUST00696,Visa,N/A,0.0,0,2024-03-23,Active
ACC00697,CUST00697,Mastercard,Standard,0.014,15000,2020-07-24,Inactive
ACC00698,CUST00698,Debit,N/A,0.0,0,2020-01-16,Active
ACC00699,CUST00699,Debit,N/A,0.0,0,2020-09-30,Active
ACC00700,CUST00700,Cash,N/A,0.0,0,2019-05-17,Active
ACC00701,CUST00701,Visa,N/A,0.0,0,2019-07-08,Active
ACC00702,CUST00702,Mastercard,Gold,0.033,25000,2019-12-27,Active
ACC00703,CUST00703,Debit,N/A,0.0,0,2021-08-21,Inactive
ACC00704,CUST00704,Mastercard,Platinum,0.017,7500,2022-05-19,Active
ACC00705,CUST00705,Debit,N/A,0.0,0,2019-05-18,Active
ACC00706,CUST00706,Gift Card,N/A,0.0,0,2020-07-05,Inactive
ACC00707,CUST00707,Mastercard,Standard,0.014,15000,2022-02-07,Active
ACC00708,CUST00708,Debit,N/A,0.0,0,2023-01-21,Active
ACC00709,CUST00709,Mastercard,Gold,0.016,5000,2020-10-28,Inactive
ACC00710,CUST00710,Debit,N/A,0.0,0,2023-04-19,Active
ACC00711,CUST00711,Visa,N/A,0.0,0,2023-07-24,Active
ACC00712,CUST00712,Visa,N/A,0.0,0,2021-10-30,Inactive
ACC00713,CUST00713,Cash,N/A,0.0,0,2021-03-17,Active
ACC00714,CUST00714,Debit,N/A,0.0,0,2019-04-10,Active
ACC00715,CUST00715,Visa,N/A,0.0,0,2023-09-30,Active
ACC00716,CUST00716,Visa,N/A,0.0,0,2023-10-31,Active
ACC00717,CUST00717,Mastercard,Gold,0.033,15000,2020-05-18,Active
ACC00718,CUST00718,Debit,N/A,0.0,0,2022-12-25,Active
ACC00719,CUST00719,Visa,N/A,0.0,0,2020-05-23,Active
ACC00720,CUST00720,Cash,N/A,0.0,0,2022-05-26,Active
ACC00721,CUST00721,Visa,N/A,0.0,0,2019-05-18,Suspended
ACC00722,CUST00722,Mastercard,Standard,0.019,20000,2023-06-25,Active
ACC00723,CUST00723,Debit,N/A,0.0,0,2023-03-25,Active
ACC00724,CUST00724,Mastercard,Gold,0.022,20000,2021-08-13,Suspended
ACC00725,CUST00725,Visa,N/A,0.0,0,2021-11-30,Active
ACC00726,CUST00726,Visa,N/A,0.0,0,2022-05-25,Active
ACC00727,CUST00727,Visa,N/A,0.0,0,2023-09-12,Active
ACC00728,CUST00728,Mastercard,Platinum,0.026,15000,2019-12-08,Active
ACC00729,CUST00729,Mastercard,Gold,0.034,7500,2019-05-31,Active
ACC00730,CUST00730,Cash,N/A,0.0,0,2021-01-22,Inactive
ACC00731,CUST00731,Mastercard,Standard,0.037,15000,2021-02-08,Active
ACC00732,CUST00732,Debit,N/A,0.0,0,2019-02-18,Active
ACC00733,CUST00733,Visa,N/A,0.0,0,2020-02-11,Active
ACC00734,CUST00734,Mastercard,Standard,0.033,7500,2021-07-10,Inactive
ACC00735,CUST00735,Mastercard,Platinum,0.032,25000,2023-06-14,Active
ACC00736,CUST00736,Mastercard,Standard,0.01,7500,2024-01-25,Active
ACC00737,CUST00737,Gift Card,N/A,0.0,0,2021-09-23,Active
ACC00738,CUST00738,Visa,N/A,0.0,0,2022-12-30,Active
ACC00739,CUST00739,Mastercard,Platinum,0.024,15000,2019-04-16,Active
ACC00740,CUST00740,Debit,N/A,0.0,0,2019-10-26,Inactive
ACC00741,CUST00741,Visa,N/A,0.0,0,2024-03-04,Active
ACC00742,CUST00742,Visa,N/A,0.0,0,2021-02-05,Active
ACC00743,CUST00743,Mastercard,Gold,0.022,25000,2023-11-22,Active
ACC00744,CUST00744,Mastercard,Gold,0.021,20000,2022-02-03,Active
ACC00745,CUST00745,Visa,N/A,0.0,0,2024-03-27,Suspended
ACC00746,CUST00746,Debit,N/A,0.0,0,2023-10-02,Active
ACC00747,CUST00747,Mastercard,Gold,0.016,20000,2019-12-06,Active
ACC00748,CUST00748,Mastercard,Standard,0.032,20000,2020-07-06,Active
ACC00749,CUST00749,Cash,N/A,0.0,0,2021-11-09,Active
ACC00750,CUST00750,Visa,N/A,0.0,0,2021-12-03,Active
ACC00751,CUST00751,Debit,N/A,0.0,0,2021-07-07,Active
ACC00752,CUST00752,Mastercard,Platinum,0.024,20000,2020-10-30,Active
ACC00753,CUST00753,Debit,N/A,0.0,0,2019-04-15,Inactive
ACC00754,CUST00754,Mastercard,Gold,0.037,15000,2021-06-06,Active
ACC00755,CUST00755,Visa,N/A,0.0,0,2019-03-16,Active
ACC00756,CUST00756,Cash,N/A,0.0,0,2022-01-27,Active
ACC00757,CUST00757,Visa,N/A,0.0,0,2022-03-05,Active
ACC00758,CUST00758,Visa,N/A,0.0,0,2019-11-11,Inactive
ACC00759,CUST00759,Visa,N/A,0.0,0,2021-02-12,Active
ACC00760,CUST00760,Visa,N/A,0.0,0,2023-01-02,Active
ACC00761,CUST00761,Debit,N/A,0.0,0,2023-01-19,Active
ACC00762,CUST00762,Cash,N/A,0.0,0,2019-10-22,Active
ACC00763,CUST00763,Visa,N/A,0.0,0,2024-02-17,Active
ACC00764,CUST00764,Mastercard,Gold,0.018,7500,2019-03-27,Active
ACC00765,CUST00765,Debit,N/A,0.0,0,2019-01-25,Suspended
ACC00766,CUST00766,Visa,N/A,0.0,0,2020-02-03,Active
ACC00767,CUST00767,Visa,N/A,0.0,0,2020-02-01,Active
ACC00768,CUST00768,Visa,N/A,0.0,0,2023-08-19,Inactive
ACC00769,CUST00769,Mastercard,Gold,0.027,7500,2019-01-02,Suspended
ACC00770,CUST00770,Visa,N/A,0.0,0,2019-12-01,Inactive
ACC00771,CUST00771,Visa,N/A,0.0,0,2020-06-27,Active
ACC00772,CUST00772,Mastercard,Platinum,0.017,7500,2024-03-09,Active
ACC00773,CUST00773,Mastercard,Standard,0.03,10000,2022-06-17,Active
ACC00774,CUST00774,Mastercard,Gold,0.024,10000,2022-03-27,Active
ACC00775,CUST00775,Debit,N/A,0.0,0,2023-12-27,Inactive
ACC00776,CUST00776,Visa,N/A,0.0,0,2023-02-28,Active
ACC00777,CUST00777,Gift Card,N/A,0.0,0,2022-09-23,Active
ACC00778,CUST00778,Visa,N/A,0.0,0,2019-11-15,Active
ACC00779,CUST00779,Mastercard,Platinum,0.028,25000,2020-07-25,Inactive
ACC00780,CUST00780,Visa,N/A,0.0,0,2023-05-13,Inactive
ACC00781,CUST00781,Visa,N/A,0.0,0,2020-04-08,Inactive
ACC00782,CUST00782,Cash,N/A,0.0,0,2021-06-07,Active
ACC00783,CUST00783,Debit,N/A,0.0,0,2020-11-03,Inactive
ACC00784,CUST00784,Debit,N/A,0.0,0,2020-09-07,Active
ACC00785,CUST00785,Visa,N/A,0.0,0,2023-01-23,Suspended
ACC00786,CUST00786,Mastercard,Standard,0.028,10000,2019-08-07,Inactive
ACC00787,CUST00787,Visa,N/A,0.0,0,2022-02-10,Active
ACC00788,CUST00788,Debit,N/A,0.0,0,2023-05-24,Active
ACC00789,CUST00789,Mastercard,World Elite,0.024,7500,2024-03-11,Active
ACC00790,CUST00790,Mastercard,Gold,0.021,25000,2021-03-29,Active
ACC00791,CUST00791,Mastercard,Standard,0.012,7500,2022-06-30,Active
ACC00792,CUST00792,Cash,N/A,0.0,0,2024-03-16,Active
ACC00793,CUST00793,Visa,N/A,0.0,0,2023-05-07,Active
ACC00794,CUST00794,Cash,N/A,0.0,0,2023-12-27,Active
ACC00795,CUST00795,Cash,N/A,0.0,0,2021-04-11,Inactive
ACC00796,CUST00796,Debit,N/A,0.0,0,2019-11-12,Active
ACC00797,CUST00797,Debit,N/A,0.0,0,2019-03-04,Active
ACC00798,CUST00798,Visa,N/A,0.0,0,2021-01-28,Active
ACC00799,CUST00799,Mastercard,Standard,0.036,15000,2024-03-15,Suspended
ACC00800,CUST00800,Debit,N/A,0.0,0,2022-04-20,Active
ACC00801,CUST00801,Visa,N/A,0.0,0,2021-05-30,Inactive
ACC00802,CUST00802,Visa,N/A,0.0,0,2020-08-09,Active
ACC00803,CUST00803,Mastercard,Platinum,0.02,20000,2020-10-31,Active
ACC00804,CUST00804,Mastercard,Platinum,0.013,5000,2023-06-19,Active
ACC00805,CUST00805,Visa,N/A,0.0,0,2019-11-04,Active
ACC00806,CUST00806,Visa,N/A,0.0,0,2021-10-05,Inactive
ACC00807,CUST00807,Cash,N/A,0.0,0,2024-03-28,Suspended
ACC00808,CUST00808,Mastercard,Platinum,0.029,5000,2019-01-05,Active
ACC00809,CUST00809,Mastercard,Standard,0.019,10000,2022-10-22,Active
ACC00810,CUST00810,Cash,N/A,0.0,0,2023-08-21,Active
ACC00811,CUST00811,Mastercard,Platinum,0.013,7500,2024-01-03,Active
ACC00812,CUST00812,Mastercard,Standard,0.04,5000,2019-03-22,Active
ACC00813,CUST00813,Mastercard,Platinum,0.016,7500,2024-01-12,Active
ACC00814,CUST00814,Visa,N/A,0.0,0,2021-10-01,Active
ACC00815,CUST00815,Visa,N/A,0.0,0,2022-04-30,Active
ACC00816,CUST00816,Visa,N/A,0.0,0,2023-09-10,Active
ACC00817,CUST00817,Visa,N/A,0.0,0,2023-08-31,Active
ACC00818,CUST00818,Visa,N/A,0.0,0,2019-10-11,Active
ACC00819,CUST00819,Visa,N/A,0.0,0,2022-05-26,Inactive
ACC00820,CUST00820,Mastercard,Standard,0.033,20000,2019-07-16,Active
ACC00821,CUST00821,Visa,N/A,0.0,0,2020-04-03,Active
ACC00822,CUST00822,Visa,N/A,0.0,0,2019-03-07,Active
ACC00823,CUST00823,Cash,N/A,0.0,0,2020-11-24,Active
ACC00824,CUST00824,Mastercard,Platinum,0.034,10000,2021-11-08,Active
ACC00825,CUST00825,Gift Card,N/A,0.0,0,2022-08-31,Active
ACC00826,CUST00826,Mastercard,Gold,0.034,7500,2023-06-15,Suspended
ACC00827,CUST00827,Visa,N/A,0.0,0,2020-09-25,Active
ACC00828,CUST00828,Debit,N/A,0.0,0,2020-03-07,Active
ACC00829,CUST00829,Mastercard,Standard,0.015,5000,2019-05-01,Active
ACC00830,CUST00830,Visa,N/A,0.0,0,2019-08-30,Active
ACC00831,CUST00831,Cash,N/A,0.0,0,2021-07-08,Active
ACC00832,CUST00832,Debit,N/A,0.0,0,2023-01-20,Active
ACC00833,CUST00833,Debit,N/A,0.0,0,2023-04-27,Active
ACC00834,CUST00834,Mastercard,Standard,0.017,15000,2021-06-10,Active
ACC00835,CUST00835,Mastercard,World Elite,0.03,25000,2022-02-04,Active
ACC00836,CUST00836,Gift Card,N/A,0.0,0,2020-09-11,Inactive
ACC00837,CUST00837,Mastercard,Standard,0.024,5000,2021-01-15,Active
ACC00838,CUST00838,Gift Card,N/A,0.0,0,2020-01-28,Active
ACC00839,CUST00839,Debit,N/A,0.0,0,2019-04-11,Active
ACC00840,CUST00840,Debit,N/A,0.0,0,2023-10-14,Inactive
ACC00841,CUST00841,Visa,N/A,0.0,0,2021-03-08,Active
ACC00842,CUST00842,Mastercard,Gold,0.03,15000,2023-05-25,Active
ACC00843,CUST00843,Cash,N/A,0.0,0,2020-10-24,Active
ACC00844,CUST00844,Debit,N/A,0.0,0,2023-07-29,Active
ACC00845,CUST00845,Mastercard,World Elite,0.023,10000,2024-02-18,Active
ACC00846,CUST00846,Gift Card,N/A,0.0,0,2023-11-13,Active
ACC00847,CUST00847,Debit,N/A,0.0,0,2019-01-16,Inactive
ACC00848,CUST00848,Debit,N/A,0.0,0,2019-12-03,Suspended
ACC00849,CUST00849,Mastercard,Gold,0.025,10000,2019-10-31,Active
ACC00850,CUST00850,Visa,N/A,0.0,0,2019-10-15,Active
ACC00851,CUST00851,Mastercard,Gold,0.039,7500,2023-01-16,Active
ACC00852,CUST00852,Gift Card,N/A,0.0,0,2019-03-20,Active
ACC00853,CUST00853,Debit,N/A,0.0,0,2022-07-17,Active
ACC00854,CUST00854,Visa,N/A,0.0,0,2020-12-03,Inactive
ACC00855,CUST00855,Cash,N/A,0.0,0,2021-02-02,Active
ACC00856,CUST00856,Mastercard,Standard,0.033,20000,2020-02-18,Active
ACC00857,CUST00857,Visa,N/A,0.0,0,2020-11-11,Active
ACC00858,CUST00858,Mastercard,Platinum,0.032,10000,2021-12-23,Active
ACC00859,CUST00859,Mastercard,Gold,0.028,20000,2020-02-07,Active
ACC00860,CUST00860,Mastercard,World Elite,0.034,15000,2023-01-12,Active
ACC00861,CUST00861,Mastercard,Standard,0.04,15000,2019-04-02,Active
ACC00862,CUST00862,Debit,N/A,0.0,0,2019-02-06,Active
ACC00863,CUST00863,Visa,N/A,0.0,0,2022-07-08,Suspended
ACC00864,CUST00864,Gift Card,N/A,0.0,0,2019-05-09,Active
ACC00865,CUST00865,Mastercard,Platinum,0.038,20000,2022-03-17,Active
ACC00866,CUST00866,Debit,N/A,0.0,0,2020-10-07,Inactive
ACC00867,CUST00867,Mastercard,Standard,0.018,25000,2023-10-12,Active
ACC00868,CUST00868,Mastercard,Standard,0.037,10000,2021-03-19,Active
ACC00869,CUST00869,Debit,N/A,0.0,0,2021-12-22,Active
ACC00870,CUST00870,Mastercard,Standard,0.035,7500,2021-03-24,Active
ACC00871,CUST00871,Debit,N/A,0.0,0,2019-04-08,Suspended
ACC00872,CUST00872,Cash,N/A,0.0,0,2023-07-02,Inactive
ACC00873,CUST00873,Debit,N/A,0.0,0,2022-01-01,Inactive
ACC00874,CUST00874,Mastercard,Gold,0.023,20000,2023-11-14,Suspended
ACC00875,CUST00875,Mastercard,Platinum,0.029,10000,2023-04-24,Active
ACC00876,CUST00876,Mastercard,Standard,0.04,7500,2021-12-29,Active
ACC00877,CUST00877,Mastercard,Standard,0.013,7500,2024-03-10,Suspended
ACC00878,CUST00878,Cash,N/A,0.0,0,2022-02-22,Active
ACC00879,CUST00879,Gift Card,N/A,0.0,0,2019-12-29,Active
ACC00880,CUST00880,Visa,N/A,0.0,0,2020-02-15,Active
ACC00881,CUST00881,Mastercard,Gold,0.02,7500,2021-09-09,Active
ACC00882,CUST00882,Visa,N/A,0.0,0,2019-09-23,Inactive
ACC00883,CUST00883,Debit,N/A,0.0,0,2023-02-06,Active
ACC00884,CUST00884,Visa,N/A,0.0,0,2022-09-08,Active
ACC00885,CUST00885,Cash,N/A,0.0,0,2020-06-10,Active
ACC00886,CUST00886,Cash,N/A,0.0,0,2024-01-30,Active
ACC00887,CUST00887,Visa,N/A,0.0,0,2023-02-02,Active
ACC00888,CUST00888,Gift Card,N/A,0.0,0,2019-07-19,Active
ACC00889,CUST00889,Debit,N/A,0.0,0,2020-08-14,Active
ACC00890,CUST00890,Mastercard,Gold,0.026,5000,2019-06-06,Suspended
ACC00891,CUST00891,Visa,N/A,0.0,0,2023-11-24,Active
ACC00892,CUST00892,Cash,N/A,0.0,0,2019-01-07,Suspended
ACC00893,CUST00893,Mastercard,Standard,0.033,10000,2020-01-02,Active
ACC00894,CUST00894,Mastercard,Gold,0.014,20000,2021-08-10,Active
ACC00895,CUST00895,Mastercard,Gold,0.028,5000,2020-12-30,Active
ACC00896,CUST00896,Visa,N/A,0.0,0,2020-12-24,Active
ACC00897,CUST00897,Mastercard,Platinum,0.026,10000,2023-01-25,Active
ACC00898,CUST00898,Gift Card,N/A,0.0,0,2024-02-15,Active
ACC00899,CUST00899,Cash,N/A,0.0,0,2023-06-13,Active
ACC00900,CUST00900,Mastercard,World Elite,0.015,10000,2019-11-25,Active
ACC00901,CUST00901,Visa,N/A,0.0,0,2022-11-13,Active
ACC00902,CUST00902,Mastercard,Gold,0.038,25000,2020-12-20,Active
ACC00903,CUST00903,Mastercard,Platinum,0.034,15000,2019-08-01,Inactive
ACC00904,CUST00904,Cash,N/A,0.0,0,2023-05-08,Inactive
ACC00905,CUST00905,Debit,N/A,0.0,0,2020-03-10,Active
ACC00906,CUST00906,Mastercard,Gold,0.025,20000,2023-03-12,Active
ACC00907,CUST00907,Visa,N/A,0.0,0,2023-03-06,Active
ACC00908,CUST00908,Debit,N/A,0.0,0,2022-09-07,Inactive
ACC00909,CUST00909,Debit,N/A,0.0,0,2023-05-19,Active
ACC00910,CUST00910,Mastercard,Platinum,0.022,25000,2021-01-25,Active
ACC00911,CUST00911,Gift Card,N/A,0.0,0,2019-03-27,Active
ACC00912,CUST00912,Cash,N/A,0.0,0,2020-01-21,Active
ACC00913,CUST00913,Visa,N/A,0.0,0,2020-12-28,Active
ACC00914,CUST00914,Visa,N/A,0.0,0,2022-09-23,Inactive
ACC00915,CUST00915,Mastercard,Gold,0.022,5000,2020-10-07,Inactive
ACC00916,CUST00916,Visa,N/A,0.0,0,2019-06-24,Active
ACC00917,CUST00917,Debit,N/A,0.0,0,2019-07-16,Active
ACC00918,CUST00918,Mastercard,Gold,0.013,7500,2021-08-27,Active
ACC00919,CUST00919,Mastercard,World Elite,0.032,10000,2019-09-03,Active
ACC00920,CUST00920,Debit,N/A,0.0,0,2019-03-08,Active
ACC00921,CUST00921,Debit,N/A,0.0,0,2022-07-30,Active
ACC00922,CUST00922,Mastercard,Standard,0.035,10000,2019-03-21,Inactive
ACC00923,CUST00923,Mastercard,Standard,0.019,7500,2022-11-26,Active
ACC00924,CUST00924,Debit,N/A,0.0,0,2021-02-16,Suspended
ACC00925,CUST00925,Visa,N/A,0.0,0,2020-07-28,Active
ACC00926,CUST00926,Mastercard,Gold,0.012,20000,2021-01-15,Active
ACC00927,CUST00927,Visa,N/A,0.0,0,2020-09-23,Active
ACC00928,CUST00928,Mastercard,Gold,0.011,10000,2020-11-02,Active
ACC00929,CUST00929,Debit,N/A,0.0,0,2019-07-10,Inactive
ACC00930,CUST00930,Mastercard,World Elite,0.028,5000,2021-01-12,Active
ACC00931,CUST00931,Mastercard,World Elite,0.033,10000,2023-12-25,Active
ACC00932,CUST00932,Mastercard,Gold,0.027,5000,2020-04-19,Active
ACC00933,CUST00933,Visa,N/A,0.0,0,2020-09-29,Inactive
ACC00934,CUST00934,Debit,N/A,0.0,0,2022-01-31,Active
ACC00935,CUST00935,Visa,N/A,0.0,0,2024-02-13,Inactive
ACC00936,CUST00936,Mastercard,Platinum,0.026,20000,2023-11-18,Active
ACC00937,CUST00937,Visa,N/A,0.0,0,2020-08-31,Inactive
ACC00938,CUST00938,Debit,N/A,0.0,0,2022-09-09,Active
ACC00939,CUST00939,Visa,N/A,0.0,0,2024-01-08,Active
ACC00940,CUST00940,Mastercard,World Elite,0.019,15000,2019-07-10,Active
ACC00941,CUST00941,Visa,N/A,0.0,0,2020-07-05,Active
ACC00942,CUST00942,Debit,N/A,0.0,0,2019-10-08,Active
ACC00943,CUST00943,Debit,N/A,0.0,0,2022-04-19,Active
ACC00944,CUST00944,Cash,N/A,0.0,0,2023-12-31,Active
ACC00945,CUST00945,Mastercard,Gold,0.021,20000,2019-08-07,Active
ACC00946,CUST00946,Debit,N/A,0.0,0,2022-04-25,Inactive
ACC00947,CUST00947,Visa,N/A,0.0,0,2024-01-08,Active
ACC00948,CUST00948,Cash,N/A,0.0,0,2019-06-17,Active
ACC00949,CUST00949,Mastercard,Standard,0.038,25000,2023-11-10,Active
ACC00950,CUST00950,Debit,N/A,0.0,0,2023-07-22,Active
ACC00951,CUST00951,Mastercard,Standard,0.031,7500,2023-02-20,Suspended
ACC00952,CUST00952,Cash,N/A,0.0,0,2023-11-05,Active
ACC00953,CUST00953,Mastercard,Standard,0.022,25000,2021-12-07,Inactive
ACC00954,CUST00954,Mastercard,Gold,0.032,7500,2021-10-05,Active
ACC00955,CUST00955,Visa,N/A,0.0,0,2019-05-02,Active
ACC00956,CUST00956,Debit,N/A,0.0,0,2022-06-09,Active
ACC00957,CUST00957,Mastercard,Standard,0.026,10000,2019-10-06,Active
ACC00958,CUST00958,Mastercard,Gold,0.037,10000,2020-07-05,Active
ACC00959,CUST00959,Mastercard,Platinum,0.014,15000,2020-06-06,Active
ACC00960,CUST00960,Visa,N/A,0.0,0,2021-10-16,Active
ACC00961,CUST00961,Mastercard,Standard,0.028,25000,2020-06-02,Active
ACC00962,CUST00962,Mastercard,Gold,0.034,20000,2019-09-03,Suspended
ACC00963,CUST00963,Visa,N/A,0.0,0,2020-05-24,Active
ACC00964,CUST00964,Cash,N/A,0.0,0,2019-03-24,Active
ACC00965,CUST00965,Debit,N/A,0.0,0,2020-05-26,Active
ACC00966,CUST00966,Debit,N/A,0.0,0,2023-02-06,Active
ACC00967,CUST00967,Debit,N/A,0.0,0,2021-03-19,Active
ACC00968,CUST00968,Debit,N/A,0.0,0,2020-03-22,Active
ACC00969,CUST00969,Debit,N/A,0.0,0,2019-08-19,Active
ACC00970,CUST00970,Visa,N/A,0.0,0,2022-08-27,Active
ACC00971,CUST00971,Debit,N/A,0.0,0,2019-08-15,Inactive
ACC00972,CUST00972,Mastercard,Standard,0.013,7500,2021-07-04,Active
ACC00973,CUST00973,Mastercard,Platinum,0.034,10000,2020-10-27,Suspended
ACC00974,CUST00974,Gift Card,N/A,0.0,0,2021-02-14,Active
ACC00975,CUST00975,Debit,N/A,0.0,0,2022-10-25,Active
ACC00976,CUST00976,Mastercard,Platinum,0.036,7500,2020-02-28,Active
ACC00977,CUST00977,Mastercard,Standard,0.03,25000,2020-05-12,Active
ACC00978,CUST00978,Mastercard,World Elite,0.023,10000,2019-01-07,Active
ACC00979,CUST00979,Cash,N/A,0.0,0,2019-11-21,Active
ACC00980,CUST00980,Debit,N/A,0.0,0,2023-12-26,Inactive
ACC00981,CUST00981,Mastercard,Platinum,0.026,7500,2021-04-26,Active
ACC00982,CUST00982,Visa,N/A,0.0,0,2020-08-11,Active
ACC00983,CUST00983,Visa,N/A,0.0,0,2020-07-26,Active
ACC00984,CUST00984,Debit,N/A,0.0,0,2023-04-25,Active
ACC00985,CUST00985,Mastercard,Platinum,0.026,20000,2021-07-19,Active
ACC00986,CUST00986,Mastercard,Gold,0.023,25000,2023-11-05,Active
ACC00987,CUST00987,Cash,N/A,0.0,0,2021-09-03,Suspended
ACC00988,CUST00988,Mastercard,Standard,0.024,15000,2024-01-28,Active
ACC00989,CUST00989,Debit,N/A,0.0,0,2023-05-19,Active
ACC00990,CUST00990,Cash,N/A,0.0,0,2021-09-22,Active
ACC00991,CUST00991,Debit,N/A,0.0,0,2022-02-03,Active
ACC00992,CUST00992,Mastercard,World Elite,0.013,25000,2021-01-29,Active
ACC00993,CUST00993,Mastercard,Platinum,0.018,25000,2021-11-23,Active
ACC00994,CUST00994,Cash,N/A,0.0,0,2023-03-09,Active
ACC00995,CUST00995,Mastercard,Standard,0.039,5000,2020-05-09,Inactive
ACC00996,CUST00996,Cash,N/A,0.0,0,2020-05-31,Inactive
ACC00997,CUST00997,Mastercard,Platinum,0.03,20000,2023-10-19,Active
ACC00998,CUST00998,Gift Card,N/A,0.0,0,2023-06-25,Inactive
ACC00999,CUST00999,Debit,N/A,0.0,0,2024-03-02,Active
ACC01000,CUST01000,Debit,N/A,0.0,0,2021-10-14,Suspended
