customer_id,city,province,region,card_tier,account_status
CUST00001,Markham,ON,East,Standard,Active
CUST00002,Surrey,BC,West,Platinum,Active
CUST00003,Regina,SK,Central,N/A,Inactive
CUST00004,Burnaby,BC,West,N/A,Active
CUST00005,Gatineau,QC,East,Platinum,Active
CUST00006,Calgary,AB,West,Standard,Active
CUST00007,Saint John,NB,East,Gold,Active
CUST00008,Richmond,BC,West,Gold,Active
CUST00009,Hamilton,ON,East,World Elite,Active
CUST00010,Burnaby,BC,West,N/A,Active
CUST00011,Gatineau,QC,East,N/A,Active
CUST00012,Fredericton,NB,East,N/A,Inactive
CUST00013,Dartmouth,NS,East,Gold,Inactive
CUST00014,Richmond,BC,West,Standard,Active
CUST00015,Quebec City,QC,East,N/A,Inactive
CUST00016,Ottawa,ON,East,Standard,Active
CUST00017,Gatineau,QC,East,N/A,Active
CUST00018,London,ON,East,N/A,Active
CUST00019,Winnipeg,MB,Central,Gold,Inactive
CUST00020,Ottawa,ON,East,Standard,Active
CUST00021,Calgary,AB,West,N/A,Active
CUST00022,Brampton,ON,East,N/A,Active
CUST00023,Montreal,QC,East,N/A,Active
CUST00024,Toronto,ON,East,N/A,Suspended
CUST00025,Calgary,AB,West,Standard,Active
CUST00026,London,ON,East,N/A,Active
CUST00027,Laval,QC,East,N/A,Inactive
CUST00028,Lethbridge,AB,West,N/A,Active
CUST00029,Fredericton,NB,East,Platinum,Active
CUST00030,Laval,QC,East,Standard,Active
CUST00031,Richmond,BC,West,N/A,Inactive
CUST00032,Toronto,ON,East,Standard,Inactive
CUST00033,Regina,SK,Central,Gold,Active
CUST00034,Quebec City,QC,East,Standard,Active
CUST00035,Richmond,BC,West,Gold,Active
CUST00036,Calgary,AB,West,Gold,Active
CUST00037,Ottawa,ON,East,N/A,Active
CUST00038,Burnaby,BC,West,N/A,Active
CUST00039,Brampton,ON,East,N/A,Suspended
CUST00040,Hamilton,ON,East,N/A,Active
CUST00041,Ottawa,ON,East,Platinum,Active
CUST00042,Regina,SK,Central,N/A,Active
CUST00043,Red Deer,AB,West,Standard,Active
CUST00044,Hamilton,ON,East,N/A,Active
CUST00045,Brampton,ON,East,Gold,Active
CUST00046,Richmond,BC,West,N/A,Inactive
CUST00047,Gatineau,QC,East,Gold,Active
CUST00048,Toronto,ON,East,N/A,Inactive
CUST00049,London,ON,East,N/A,Inactive
CUST00050,Mississauga,ON,East,Platinum,Inactive
CUST00051,Ottawa,ON,East,N/A,Active
CUST00052,Brampton,ON,East,N/A,Active
CUST00053,Toronto,ON,East,N/A,Active
CUST00054,Laval,QC,East,N/A,Inactive
CUST00055,Lethbridge,AB,West,Gold,Active
CUST00056,Burnaby,BC,West,N/A,Active
CUST00057,Saskatoon,SK,Central,N/A,Active
CUST00058,Mississauga,ON,East,Platinum,Active
CUST00059,Ottawa,ON,East,N/A,Active
CUST00060,Mississauga,ON,East,Platinum,Active
CUST00061,Quebec City,QC,East,N/A,Active
CUST00062,Edmonton,AB,West,Gold,Active
CUST00063,Brampton,ON,East,World Elite,Active
CUST00064,Toronto,ON,East,Gold,Active
CUST00065,Quebec City,QC,East,Standard,Active
CUST00066,Toronto,ON,East,N/A,Active
CUST00067,Burnaby,BC,West,Gold,Active
CUST00068,Saskatoon,SK,Central,Standard,Active
CUST00069,Moncton,NB,East,N/A,Inactive
CUST00070,Surrey,BC,West,N/A,Inactive
CUST00071,Gatineau,QC,East,World Elite,Active
CUST00072,Mississauga,ON,East,Gold,Inactive
CUST00073,Richmond,BC,West,N/A,Active
CUST00074,Hamilton,ON,East,N/A,Active
CUST00075,London,ON,East,N/A,Suspended
CUST00076,Brampton,ON,East,Gold,Inactive
CUST00077,Laval,QC,East,Platinum,Active
CUST00078,Montreal,QC,East,N/A,Inactive
CUST00079,Richmond,BC,West,Standard,Active
CUST00080,Saint John,NB,East,N/A,Active
CUST00081,Regina,SK,Central,Platinum,Active
CUST00082,Winnipeg,MB,Central,Platinum,Active
CUST00083,Regina,SK,Central,Gold,Active
CUST00084,Saskatoon,SK,Central,Platinum,Inactive
CUST00085,Kelowna,BC,West,N/A,Active
CUST00086,Victoria,BC,West,N/A,Active
CUST00087,Edmonton,AB,West,Platinum,Active
CUST00088,Moncton,NB,East,N/A,Active
CUST00089,Toronto,ON,East,N/A,Active
CUST00090,Calgary,AB,West,N/A,Active
CUST00091,Winnipeg,MB,Central,N/A,Active
CUST00092,Quebec City,QC,East,N/A,Active
CUST00093,Surrey,BC,West,N/A,Active
CUST00094,Ottawa,ON,East,N/A,Active
CUST00095,Gatineau,QC,East,N/A,Active
CUST00096,Lethbridge,AB,West,N/A,Inactive
CUST00097,Winnipeg,MB,Central,N/A,Active
CUST00098,London,ON,East,N/A,Active
CUST00099,Vancouver,BC,West,Standard,Inactive
CUST00100,Mississauga,ON,East,N/A,Active
CUST00101,Mississauga,ON,East,N/A,Inactive
CUST00102,Ottawa,ON,East,Platinum,Inactive
CUST00103,Saskatoon,SK,Central,N/A,Active
CUST00104,Calgary,AB,West,N/A,Active
CUST00105,Red Deer,AB,West,N/A,Active
CUST00106,Gatineau,QC,East,Gold,Active
CUST00107,Hamilton,ON,East,N/A,Active
CUST00108,Regina,SK,Central,Platinum,Active
CUST00109,Edmonton,AB,West,N/A,Inactive
CUST00110,Calgary,AB,West,Platinum,Active
CUST00111,Brampton,ON,East,Platinum,Inactive
CUST00112,Toronto,ON,East,N/A,Inactive
CUST00113,Hamilton,ON,East,Standard,Active
CUST00114,Vancouver,BC,West,Platinum,Active
CUST00115,Brandon,MB,Central,N/A,Active
CUST00116,Red Deer,AB,West,Gold,Active
CUST00117,Brampton,ON,East,Standard,Active
CUST00118,London,ON,East,Standard,Active
CUST00119,Mississauga,ON,East,N/A,Active
CUST00120,Hamilton,ON,East,Standard,Inactive
CUST00121,Vancouver,BC,West,N/A,Active
CUST00122,Toronto,ON,East,N/A,Active
CUST00123,Calgary,AB,West,Standard,Inactive
CUST00124,Victoria,BC,West,Platinum,Suspended
CUST00125,Moncton,NB,East,N/A,Inactive
CUST00126,Markham,ON,East,Standard,Active
CUST00127,Brampton,ON,East,N/A,Active
CUST00128,Saint John,NB,East,N/A,Active
CUST00129,Montreal,QC,East,N/A,Active
CUST00130,Brandon,MB,Central,N/A,Active
CUST00131,Dartmouth,NS,East,N/A,Active
CUST00132,Saint John,NB,East,N/A,Inactive
CUST00133,Brampton,ON,East,Gold,Suspended
CUST00134,Calgary,AB,West,Standard,Active
CUST00135,Victoria,BC,West,Gold,Active
CUST00136,Montreal,QC,East,N/A,Suspended
CUST00137,Markham,ON,East,N/A,Inactive
CUST00138,Winnipeg,MB,Central,N/A,Active
CUST00139,London,ON,East,World Elite,Active
CUST00140,Markham,ON,East,World Elite,Active
CUST00141,Brampton,ON,East,N/A,Active
CUST00142,Saskatoon,SK,Central,N/A,Active
CUST00143,Lethbridge,AB,West,Gold,Inactive
CUST00144,Ottawa,ON,East,Gold,Active
CUST00145,Regina,SK,Central,N/A,Inactive
CUST00146,Lethbridge,AB,West,N/A,Active
CUST00147,Brandon,MB,Central,N/A,Inactive
CUST00148,Gatineau,QC,East,Gold,Active
CUST00149,Brampton,ON,East,World Elite,Active
CUST00150,Toronto,ON,East,N/A,Active
CUST00151,Fredericton,NB,East,Platinum,Active
CUST00152,Toronto,ON,East,N/A,Active
CUST00153,Vancouver,BC,West,Standard,Active
CUST00154,Brampton,ON,East,Gold,Active
CUST00155,Winnipeg,MB,Central,N/A,Active
CUST00156,Calgary,AB,West,N/A,Active
CUST00157,Markham,ON,East,N/A,Active
CUST00158,Hamilton,ON,East,N/A,Inactive
CUST00159,Red Deer,AB,West,World Elite,Active
CUST00160,Hamilton,ON,East,Platinum,Active
CUST00161,Richmond,BC,West,Gold,Active
CUST00162,Burnaby,BC,West,N/A,Active
CUST00163,Calgary,AB,West,N/A,Active
CUST00164,Red Deer,AB,West,N/A,Active
CUST00165,Ottawa,ON,East,N/A,Inactive
CUST00166,Red Deer,AB,West,N/A,Active
CUST00167,Mississauga,ON,East,Gold,Inactive
CUST00168,Hamilton,ON,East,N/A,Active
CUST00169,Ottawa,ON,East,N/A,Active
CUST00170,London,ON,East,Gold,Active
CUST00171,Brandon,MB,Central,Standard,Inactive
CUST00172,Markham,ON,East,N/A,Active
CUST00173,Edmonton,AB,West,Standard,Active
CUST00174,Laval,QC,East,N/A,Active
CUST00175,Toronto,ON,East,Standard,Suspended
CUST00176,Edmonton,AB,West,N/A,Active
CUST00177,Toronto,ON,East,Standard,Active
CUST00178,Saskatoon,SK,Central,Gold,Active
CUST00179,Markham,ON,East,Standard,Active
CUST00180,Markham,ON,East,N/A,Active
CUST00181,Burnaby,BC,West,Standard,Active
CUST00182,Saskatoon,SK,Central,N/A,Inactive
CUST00183,Brampton,ON,East,Platinum,Active
CUST00184,Moncton,NB,East,Platinum,Active
CUST00185,Ottawa,ON,East,N/A,Inactive
CUST00186,Regina,SK,Central,Platinum,Active
CUST00187,Montreal,QC,East,N/A,Active
CUST00188,Hamilton,ON,East,N/A,Inactive
CUST00189,Richmond,BC,West,N/A,Active
CUST00190,Calgary,AB,West,N/A,Suspended
CUST00191,Burnaby,BC,West,N/A,Active
CUST00192,Dartmouth,NS,East,Gold,Active
CUST00193,Hamilton,ON,East,N/A,Active
CUST00194,Lethbridge,AB,West,N/A,Active
CUST00195,Laval,QC,East,Gold,Active
CUST00196,London,ON,East,Standard,Inactive
CUST00197,Victoria,BC,West,Platinum,Inactive
CUST00198,Mississauga,ON,East,Standard,Active
CUST00199,Laval,QC,East,Gold,Active
CUST00200,Saint John,NB,East,N/A,Active
CUST00201,Mississauga,ON,East,N/A,Active
CUST00202,Kelowna,BC,West,World Elite,Active
CUST00203,London,ON,East,Standard,Active
CUST00204,Lethbridge,AB,West,Standard,Active
CUST00205,Ottawa,ON,East,Standard,Active
CUST00206,Kelowna,BC,West,N/A,Active
CUST00207,London,ON,East,N/A,Active
CUST00208,Victoria,BC,West,Gold,Active
CUST00209,Calgary,AB,West,Standard,Inactive
CUST00210,Moncton,NB,East,Platinum,Inactive
CUST00211,Toronto,ON,East,N/A,Active
CUST00212,Toronto,ON,East,Platinum,Inactive
CUST00213,Ottawa,ON,East,N/A,Active
CUST00214,London,ON,East,N/A,Active
CUST00215,Surrey,BC,West,Standard,Active
CUST00216,Moncton,NB,East,World Elite,Inactive
CUST00217,Surrey,BC,West,N/A,Inactive
CUST00218,Gatineau,QC,East,Platinum,Suspended
CUST00219,Victoria,BC,West,N/A,Active
CUST00220,Richmond,BC,West,N/A,Inactive
CUST00221,Regina,SK,Central,Standard,Active
CUST00222,Brampton,ON,East,Platinum,Inactive
CUST00223,Surrey,BC,West,N/A,Active
CUST00224,Saskatoon,SK,Central,World Elite,Active
CUST00225,Markham,ON,East,N/A,Inactive
CUST00226,Quebec City,QC,East,N/A,Active
CUST00227,Moncton,NB,East,N/A,Active
CUST00228,Ottawa,ON,East,Platinum,Active
CUST00229,Lethbridge,AB,West,Standard,Active
CUST00230,Vancouver,BC,West,Standard,Active
CUST00231,Vancouver,BC,West,N/A,Active
CUST00232,Markham,ON,East,Standard,Active
CUST00233,Edmonton,AB,West,N/A,Active
CUST00234,Montreal,QC,East,Gold,Active
CUST00235,London,ON,East,Standard,Active
CUST00236,Winnipeg,MB,Central,N/A,Active
CUST00237,Calgary,AB,West,Gold,Active
CUST00238,Saskatoon,SK,Central,N/A,Inactive
CUST00239,Ottawa,ON,East,Standard,Active
CUST00240,Quebec City,QC,East,Gold,Active
CUST00241,Mississauga,ON,East,N/A,Inactive
CUST00242,Dartmouth,NS,East,Platinum,Active
CUST00243,Mississauga,ON,East,N/A,Active
CUST00244,Ottawa,ON,East,N/A,Active
CUST00245,Red Deer,AB,West,World Elite,Active
CUST00246,Gatineau,QC,East,Gold,Active
CUST00247,Quebec City,QC,East,N/A,Active
CUST00248,Saint John,NB,East,N/A,Active
CUST00249,Red Deer,AB,West,Platinum,Inactive
CUST00250,Hamilton,ON,East,N/A,Active
CUST00251,Hamilton,ON,East,Gold,Active
CUST00252,Quebec City,QC,East,N/A,Active
CUST00253,Surrey,BC,West,N/A,Active
CUST00254,London,ON,East,Platinum,Active
CUST00255,Mississauga,ON,East,World Elite,Active
CUST00256,Red Deer,AB,West,N/A,Inactive
CUST00257,Ottawa,ON,East,N/A,Active
CUST00258,Lethbridge,AB,West,N/A,Active
CUST00259,Brampton,ON,East,Gold,Active
CUST00260,Halifax,NS,East,N/A,Active
CUST00261,London,ON,East,Gold,Active
CUST00262,Ottawa,ON,East,N/A,Active
CUST00263,Moncton,NB,East,N/A,Active
CUST00264,Surrey,BC,West,N/A,Active
CUST00265,Gatineau,QC,East,N/A,Active
CUST00266,Laval,QC,East,World Elite,Active
CUST00267,Brampton,ON,East,N/A,Active
CUST00268,Ottawa,ON,East,N/A,Active
CUST00269,Markham,ON,East,N/A,Suspended
CUST00270,Dartmouth,NS,East,Platinum,Inactive
CUST00271,Hamilton,ON,East,Standard,Active
CUST00272,Halifax,NS,East,Standard,Active
CUST00273,Richmond,BC,West,N/A,Active
CUST00274,Lethbridge,AB,West,Gold,Active
CUST00275,Dartmouth,NS,East,Standard,Active
CUST00276,Brampton,ON,East,Standard,Inactive
CUST00277,Edmonton,AB,West,Platinum,Active
CUST00278,Kelowna,BC,West,Platinum,Active
CUST00279,Saskatoon,SK,Central,N/A,Active
CUST00280,Kelowna,BC,West,N/A,Active
CUST00281,Montreal,QC,East,Gold,Active
CUST00282,Ottawa,ON,East,N/A,Active
CUST00283,Ottawa,ON,East,N/A,Active
CUST00284,Gatineau,QC,East,N/A,Inactive
CUST00285,Mississauga,ON,East,N/A,Active
CUST00286,Toronto,ON,East,N/A,Active
CUST00287,Ottawa,ON,East,N/A,Active
CUST00288,Kelowna,BC,West,Platinum,Active
CUST00289,Toronto,ON,East,Standard,Active
CUST00290,Victoria,BC,West,Gold,Inactive
CUST00291,Montreal,QC,East,Standard,Active
CUST00292,Vancouver,BC,West,Platinum,Active
CUST00293,Gatineau,QC,East,N/A,Inactive
CUST00294,Dartmouth,NS,East,Standard,Inactive
CUST00295,Montreal,QC,East,N/A,Active
CUST00296,Toronto,ON,East,N/A,Active
CUST00297,Hamilton,ON,East,N/A,Active
CUST00298,Calgary,AB,West,World Elite,Active
CUST00299,Regina,SK,Central,N/A,Active
CUST00300,Kelowna,BC,West,N/A,Inactive
CUST00301,Saint John,NB,East,N/A,Inactive
CUST00302,Montreal,QC,East,Standard,Active
CUST00303,Fredericton,NB,East,Standard,Suspended
CUST00304,Edmonton,AB,West,N/A,Inactive
CUST00305,London,ON,East,Standard,Active
CUST00306,Mississauga,ON,East,Platinum,Active
CUST00307,Dartmouth,NS,East,N/A,Active
CUST00308,Halifax,NS,East,Gold,Active
CUST00309,Lethbridge,AB,West,N/A,Active
CUST00310,Toronto,ON,East,N/A,Active
CUST00311,Edmonton,AB,West,Gold,Active
CUST00312,Hamilton,ON,East,N/A,Inactive
CUST00313,Quebec City,QC,East,Standard,Active
CUST00314,Markham,ON,East,N/A,Active
CUST00315,Brandon,MB,Central,N/A,Active
CUST00316,London,ON,East,N/A,Active
CUST00317,London,ON,East,Gold,Active
CUST00318,Victoria,BC,West,N/A,Active
CUST00319,London,ON,East,N/A,Inactive
CUST00320,Halifax,NS,East,Gold,Active
CUST00321,Saint John,NB,East,World Elite,Active
CUST00322,Fredericton,NB,East,N/A,Active
CUST00323,Gatineau,QC,East,Standard,Active
CUST00324,Brandon,MB,Central,Standard,Active
CUST00325,Richmond,BC,West,N/A,Active
CUST00326,Quebec City,QC,East,N/A,Inactive
CUST00327,Quebec City,QC,East,N/A,Active
CUST00328,Halifax,NS,East,N/A,Active
CUST00329,Hamilton,ON,East,Standard,Active
CUST00330,Toronto,ON,East,Platinum,Active
CUST00331,Lethbridge,AB,West,N/A,Inactive
CUST00332,Brandon,MB,Central,N/A,Active
CUST00333,Toronto,ON,East,N/A,Active
CUST00334,London,ON,East,World Elite,Active
CUST00335,Saint John,NB,East,N/A,Active
CUST00336,Markham,ON,East,Gold,Active
CUST00337,Kelowna,BC,West,N/A,Inactive
CUST00338,Winnipeg,MB,Central,Standard,Active
CUST00339,Hamilton,ON,East,N/A,Active
CUST00340,Montreal,QC,East,N/A,Inactive
CUST00341,Mississauga,ON,East,Platinum,Active
CUST00342,Burnaby,BC,West,Platinum,Active
CUST00343,Toronto,ON,East,Gold,Inactive
CUST00344,Kelowna,BC,West,Platinum,Active
CUST00345,Edmonton,AB,West,Standard,Active
CUST00346,Mississauga,ON,East,World Elite,Active
CUST00347,Red Deer,AB,West,Platinum,Active
CUST00348,London,ON,East,N/A,Active
CUST00349,Dartmouth,NS,East,N/A,Active
CUST00350,London,ON,East,Standard,Inactive
CUST00351,Edmonton,AB,West,N/A,Active
CUST00352,Hamilton,ON,East,N/A,Active
CUST00353,Hamilton,ON,East,N/A,Suspended
CUST00354,Mississauga,ON,East,N/A,Active
CUST00355,Toronto,ON,East,Gold,Active
CUST00356,Montreal,QC,East,Standard,Suspended
CUST00357,Mississauga,ON,East,N/A,Active
CUST00358,Calgary,AB,West,N/A,Active
CUST00359,Gatineau,QC,East,N/A,Active
CUST00360,Quebec City,QC,East,Gold,Active
CUST00361,London,ON,East,Standard,Active
CUST00362,Gatineau,QC,East,Standard,Inactive
CUST00363,Laval,QC,East,N/A,Active
CUST00364,Markham,ON,East,Platinum,Active
CUST00365,Winnipeg,MB,Central,N/A,Active
CUST00366,Calgary,AB,West,Standard,Active
CUST00367,Fredericton,NB,East,Platinum,Inactive
CUST00368,Victoria,BC,West,Gold,Active
CUST00369,Calgary,AB,West,Platinum,Active
CUST00370,Montreal,QC,East,N/A,Active
CUST00371,Saskatoon,SK,Central,Gold,Inactive
CUST00372,Dartmouth,NS,East,Platinum,Inactive
CUST00373,London,ON,East,Gold,Inactive
CUST00374,Burnaby,BC,West,Platinum,Active
CUST00375,Halifax,NS,East,N/A,Active
CUST00376,Brampton,ON,East,N/A,Active
CUST00377,London,ON,East,N/A,Inactive
CUST00378,Surrey,BC,West,N/A,Active
CUST00379,Saskatoon,SK,Central,N/A,Active
CUST00380,Burnaby,BC,West,N/A,Active
CUST00381,Brampton,ON,East,N/A,Active
CUST00382,Brampton,ON,East,Standard,Inactive
CUST00383,Ottawa,ON,East,N/A,Active
CUST00384,Lethbridge,AB,West,N/A,Active
CUST00385,Richmond,BC,West,Gold,Active
CUST00386,Victoria,BC,West,N/A,Active
CUST00387,Halifax,NS,East,N/A,Active
CUST00388,Quebec City,QC,East,Standard,Active
CUST00389,Burnaby,BC,West,World Elite,Active
CUST00390,Ottawa,ON,East,N/A,Active
CUST00391,Laval,QC,East,N/A,Active
CUST00392,London,ON,East,N/A,Active
CUST00393,Edmonton,AB,West,N/A,Active
CUST00394,Toronto,ON,East,Standard,Inactive
CUST00395,Ottawa,ON,East,N/A,Active
CUST00396,Victoria,BC,West,N/A,Suspended
CUST00397,Vancouver,BC,West,Standard,Active
CUST00398,Mississauga,ON,East,N/A,Active
CUST00399,Saskatoon,SK,Central,N/A,Inactive
CUST00400,Brampton,ON,East,Standard,Active
CUST00401,Brampton,ON,East,N/A,Active
CUST00402,Edmonton,AB,West,N/A,Active
CUST00403,Edmonton,AB,West,N/A,Active
CUST00404,Toronto,ON,East,Standard,Active
CUST00405,Brampton,ON,East,N/A,Inactive
CUST00406,Brampton,ON,East,N/A,Active
CUST00407,Ottawa,ON,East,N/A,Inactive
CUST00408,Regina,SK,Central,N/A,Active
CUST00409,Kelowna,BC,West,N/A,Active
CUST00410,Quebec City,QC,East,N/A,Active
CUST00411,Gatineau,QC,East,N/A,Active
CUST00412,Gatineau,QC,East,N/A,Active
CUST00413,Toronto,ON,East,Platinum,Active
CUST00414,Regina,SK,Central,N/A,Active
CUST00415,Mississauga,ON,East,N/A,Active
CUST00416,Burnaby,BC,West,Standard,Active
CUST00417,Markham,ON,East,N/A,Active
CUST00418,Vancouver,BC,West,N/A,Inactive
CUST00419,Dartmouth,NS,East,N/A,Active
CUST00420,Toronto,ON,East,N/A,Active
CUST00421,Mississauga,ON,East,Standard,Active
CUST00422,Gatineau,QC,East,Platinum,Active
CUST00423,Quebec City,QC,East,Platinum,Active
CUST00424,Ottawa,ON,East,Standard,Inactive
CUST00425,Saskatoon,SK,Central,N/A,Active
CUST00426,Brampton,ON,East,Standard,Active
CUST00427,Ottawa,ON,East,N/A,Active
CUST00428,Toronto,ON,East,N/A,Active
CUST00429,Hamilton,ON,East,N/A,Active
CUST00430,Toronto,ON,East,N/A,Active
CUST00431,Markham,ON,East,Gold,Active
CUST00432,Montreal,QC,East,N/A,Active
CUST00433,Winnipeg,MB,Central,Gold,Suspended
CUST00434,Laval,QC,East,N/A,Active
CUST00435,Red Deer,AB,West,N/A,Active
CUST00436,Mississauga,ON,East,Gold,Active
CUST00437,Saskatoon,SK,Central,N/A,Active
CUST00438,Edmonton,AB,West,N/A,Active
CUST00439,Vancouver,BC,West,N/A,Active
CUST00440,Calgary,AB,West,Platinum,Active
CUST00441,Hamilton,ON,East,Standard,Active
CUST00442,London,ON,East,Gold,Active
CUST00443,Brampton,ON,East,N/A,Inactive
CUST00444,Quebec City,QC,East,Standard,Active
CUST00445,Victoria,BC,West,N/A,Active
CUST00446,Brampton,ON,East,Gold,Active
CUST00447,Ottawa,ON,East,N/A,Active
CUST00448,Richmond,BC,West,N/A,Inactive
CUST00449,London,ON,East,N/A,Active
CUST00450,Richmond,BC,West,Standard,Active
CUST00451,Lethbridge,AB,West,Gold,Inactive
CUST00452,Toronto,ON,East,Standard,Active
CUST00453,Halifax,NS,East,Standard,Active
CUST00454,Ottawa,ON,East,N/A,Active
CUST00455,Winnipeg,MB,Central,N/A,Active
CUST00456,Toronto,ON,East,Platinum,Active
CUST00457,Montreal,QC,East,N/A,Active
CUST00458,Toronto,ON,East,N/A,Active
CUST00459,Ottawa,ON,East,N/A,Active
CUST00460,Laval,QC,East,Gold,Inactive
CUST00461,Ottawa,ON,East,Gold,Active
CUST00462,Vancouver,BC,West,N/A,Inactive
CUST00463,Red Deer,AB,West,N/A,Active
CUST00464,Surrey,BC,West,Standard,Inactive
CUST00465,Moncton,NB,East,N/A,Active
CUST00466,Ottawa,ON,East,N/A,Active
CUST00467,Victoria,BC,West,Platinum,Active
CUST00468,Gatineau,QC,East,Gold,Active
CUST00469,Markham,ON,East,Standard,Active
CUST00470,Toronto,ON,East,World Elite,Active
CUST00471,Ottawa,ON,East,N/A,Active
CUST00472,Hamilton,ON,East,Standard,Active
CUST00473,Mississauga,ON,East,N/A,Active
CUST00474,Halifax,NS,East,N/A,Inactive
CUST00475,Saint John,NB,East,N/A,Active
CUST00476,Markham,ON,East,N/A,Active
CUST00477,Vancouver,BC,West,Standard,Active
CUST00478,London,ON,East,N/A,Active
CUST00479,Quebec City,QC,East,Standard,Active
CUST00480,Mississauga,ON,East,Gold,Suspended
CUST00481,Hamilton,ON,East,N/A,Inactive
CUST00482,Toronto,ON,East,N/A,Active
CUST00483,Richmond,BC,West,Platinum,Inactive
CUST00484,Mississauga,ON,East,World Elite,Active
CUST00485,Brampton,ON,East,N/A,Suspended
CUST00486,Dartmouth,NS,East,Standard,Suspended
CUST00487,Winnipeg,MB,Central,N/A,Inactive
CUST00488,Gatineau,QC,East,N/A,Active
CUST00489,Quebec City,QC,East,Platinum,Active
CUST00490,Ottawa,ON,East,N/A,Active
CUST00491,Saskatoon,SK,Central,World Elite,Inactive
CUST00492,Regina,SK,Central,N/A,Suspended
CUST00493,Regina,SK,Central,Platinum,Active
CUST00494,Mississauga,ON,East,N/A,Active
CUST00495,Brampton,ON,East,N/A,Inactive
CUST00496,Red Deer,AB,West,N/A,Active
